"ID";"ENSEIGNE";"NUMERO ET LIBELLE DE VOIE";"COMPLEMENT";"CODE POSTAL";"COMMUNE"
24470;"L'escale";"35 rue raymond ballet";;"91270";"VIGNEUX-SUR-SEINE"
24471;"Tabac";"140 route de longpont";;"91700";"SAINTE-GENEVIEVE-DES-BOIS"
24472;"L'ecu De France";"57 route de grigny";;"91130";"RIS-ORANGIS"
24473;"Tabac";"ctre cial domaine bel air";;"91540";"MENNECY"
24474;"Tabac";"1 route de brunoy";;"91480";"QUINCY-SOUS-SENART"
24475;"Tabac";"2 place du president lakota";;"91270";"VIGNEUX-SUR-SEINE"
24476;"Tabac";"2 avenue du general leclerc";;"91760";"ITTEVILLE"
24477;"L'etoile De Saint Remy";"7 place st remy";;"91210";"DRAVEIL"
24478;"Le Longchamp";"1 place de l esplanade";;"91800";"BOUSSY-SAINT-ANTOINE"
24479;"Le Beaulieu";"ctre cial les residences";;"91700";"FLEURY-MEROGIS"
24480;"Danton Presse";"65 rue henri barbusse";;"91210";"DRAVEIL"
24481;"Les Bergeries";"56 rue du chemin vert";;"91210";"DRAVEIL"
24482;"Le Coupieres";"27 rue juliette adam";;"91190";"GIF-SUR-YVETTE"
24483;"Tabac";"12 place du damier";;"91350";"GRIGNY"
24484;"Tabac";"32 b route de fleury";;"91170";"VIRY-CHATILLON"
24485;"Tabac";"10 rue du docteur roux";;"91160";"LONGJUMEAU"
24486;"Tabac";"71 avenue du commandant barre";;"91170";"VIRY-CHATILLON"
24487;"Tabac Presse Martin";"centre commercial clos nollet";;"91200";"ATHIS-MONS"
24488;"Tabac";"178 bd gabriel peri";;"91170";"VIRY-CHATILLON"
24489;"Tabac";"qu de la gare";;"91330";"YERRES"
24490;"Tabac";"55 avenue de la republique";;"91560";"CROSNE"
24491;"Tabac Du Languedoc";"6 rue d'alger";;"91300";"MASSY"
24492;"Tabac";"1 place puttlingen";;"91240";"SAINT-MICHEL-SUR-ORGE"
24493;"Commerce Des Amonts";"avenue de saintonge zup ulis";;"91940";"ULIS"
24494;"Tabac Hall B Zone Schengen ";"aeroport orly sud ";;"94541";"ORLY"
24495;"--";"aeroport orly ouest n.402";"Hall 2 -kiosque Tabac-";"94546";"ORLY"
24496;"Horizon 3000";"centre commercial cora";;"91300";"MASSY"
24497;"Tabac";"48 avenue aristide briand";;"91290";"ARPAJON"
24498;"La Calanque";"hameau de la garenne c c";;"91080";"COURCOURONNES"
24499;"Centre Commercial Champtier Du Coq Tabac";"6 rue de montespan";;"91000";"EVRY"
24500;"Tabac";"ctre cial principal";;"91350";"GRIGNY"
24501;"Savoir Et Plaire";"5 rue du plateau";;"91800";"BRUNOY"
24502;"Tabac";"centre commercial ulis 2";;"91940";"ULIS"
24503;"Tabac";"ctre cial du val d yerres";;"91800";"BOUSSY-SAINT-ANTOINE"
24504;"Centre Commercial Des Turelles Tabac";"59 rue pierre curie";;"91610";"BALLANCOURT-SUR-ESSONNE"
24505;"Tabac Les Tournelles";"rue du stade";;"91330";"YERRES"
24506;"Les 2 Mégots";"ctre cial evry 2 agora";;"91000";"EVRY"
24507;"Tabac";"centre cial la verville";;"91540";"MENNECY"
24508;"Tabac";"54 rue du docteur babin";;"91220";"BRETIGNY-SUR-ORGE"
24509;"Tabac";"gare vestibule";;"91000";"EVRY"
24510;"Le Melvin";"1 place jacques brel";;"91130";"RIS-ORANGIS"
24511;"La Une Du Coudray";"centre cial des terrasses";;"91830";"COUDRAY-MONTCEAUX"
24512;"Tabac";"rue henri rochefort";;"91000";"EVRY"
24513;"Tabac";"ctre cial du long rayage";;"91090";"LISSES"
24514;"Centre Commercial Bel Abord Tabac";"36 avenue mazarin";;"91380";"CHILLY-MAZARIN"
24515;"Tabac";"ccial de la croix st jacq 2 rue balzac";;"91410";"DOURDAN"
24516;"Tabac";"centre commercial des genets";;"91240";"SAINT-MICHEL-SUR-ORGE"
24517;"Tabac";"ctre cial croix verte";;"91250";"SAINT-GERMAIN-LES-CORBEIL"
24518;"Tabac";"1 place du marche neuf";;"91190";"GIF-SUR-YVETTE"
24519;"Tabac";"ccial place troisdorf";;"91000";"EVRY"
24520;"Tabac";"ccial des preshauts";;"91370";"VERRIERES-LE-BUISSON"
24521;"Les Boutiques Tabac";"2 crsdimanche centre cial";;"91940";"ULIS"
24522;"Tabac";"17 avenue marthe";;"91390";"MORSANG-SUR-ORGE"
24523;"Tabac";"7 place du gal leclerc";;"91430";"VAUHALLAN"
24524;"Tabac";"24 cours blaise pascal";;"91000";"EVRY"
24525;"Tabac";"11 rue du saule st jacques";;"91540";"ORMOY"
24526;"Le Canal Tabac";"4 place jacques monod";;"91080";"COURCOURONNES"
24527;"Librairie Du Cottage";"8 avenue du president s allende";;"91560";"CROSNE"
24528;"Chez Eric";"ctre cial des echassons";;"91310";"LONGPONT-SUR-ORGE"
24529;"Cafe Amar";"2 place jules ferry";;"91400";"SACLAY"
24530;"Tabac De La Moinerie";"3 avenue de la commune de paris";;"91220";"BRETIGNY-SUR-ORGE"
24531;"Mag Presse";"49 rue de marmont";;"91170";"VIRY-CHATILLON"
24532;"Au Petit Commerce";"39 grande rue";"Fretay Tabac";"91120";"VILLEJUST"
24533;"Centre Commercial De Balizy-tabac-";"place de la charmille";;"91160";"LONGJUMEAU"
24534;"Stelia";"ccial des meillottes";;"91450";"SOISY-SUR-SEINE"
24535;"Tabac Presse Des Copains";"17 place des copains d abord";;"91080";"COURCOURONNES"
24536;"Tabac";"centre cial";;"91100";"VILLABE"
24537;"Le Monte Cristo";"route de lieusaint";;"91280";"SAINT-PIERRE-DU-PERRAY"
24538;"Au Bon Accueil";"85 avenue de paris";;"91790";"BOISSY-SOUS-SAINT-YON"
24539;"Tabac";"3 bis rue charles de gaulle";;"91220";"BRETIGNY-SUR-ORGE"
24540;"L'oriflamme";"12 grande rue";;"91150";"MESPUITS"
24541;"--";"relais h gare tgv massy";"Palaiseau-tabac-";"91300";"MASSY"
24542;"Bar De La Place";"15 place liedekerke beaufort";;"91250";"TIGERY"
24543;"Au Bar A Thym";"53 gr";;"91490";"MOIGNY-SUR-ECOLE"
24544;"Tabac- Zac Centre De Vie ";"32 avenue de l'oceanie";;"91140";"VILLEJUST"
24545;"Tabac";"aire limours-ouest a/10";;"91640";"BRIIS-SOUS-FORGES"
24546;"Le Coudray Presse";"c cial les coudrays";;"91450";"ETIOLLES"
24547;"Tabac";"hall 1 aero orly ouest";;"94547";"ORLY"
24548;"Mag Presse";"12 rue du levant";;"91860";"EPINAY-SOUS-SENART"
24549;"Tabac";"56 rue de corbeil";;"91350";"GRIGNY"
24550;"Tabac";"4 cours j. dewalle";;"91200";"ATHIS-MONS"
24551;"--";"15 bis place de l'union europeenne ";;"91300";"MASSY"
24552;"Bar Brasserie Du Chateau";"2b rue du pre de la barriere";;"91470";"FORGES-LES-BAINS"
24553;"--";"4 place des aunettes";;"91000";"EVRY"
24554;"Le W";"73 rue jules ferry";;"91310";"LEUVILLE-SUR-ORGE"
24555;"Tabac";"centre commercial 105 ave du 18 avril";;"91200";"ATHIS-MONS"
24556;"Le Rapide";"31 rue d anjou";;"92600";"ASNIERES-SUR-SEINE"
24557;"Le Saint Claude";"11 avenue d argenteuil";;"92600";"ASNIERES-SUR-SEINE"
24558;"Le Reinitas";"102 avenue d argenteuil";;"92600";"ASNIERES-SUR-SEINE"
24559;"Le Cyrano";"110 rue des bourguignons";;"92600";"ASNIERES-SUR-SEINE"
24560;"Le Flachat";"35 rue de chanzy";;"92600";"ASNIERES-SUR-SEINE"
24561;"Le Rivage";"105 qu dervaux";;"92600";"ASNIERES-SUR-SEINE"
24562;"Tabac Du Petit Centre";"52 rue emile zola";;"92600";"ASNIERES-SUR-SEINE"
24563;"Relay H";"gare rue de la station";;"92600";"ASNIERES-SUR-SEINE"
24564;"Le Boyard";"39 grande rue charles de gaulle";;"92600";"ASNIERES-SUR-SEINE"
24565;"Tabac Librairie Presse";"15 place levau";;"92600";"ASNIERES-SUR-SEINE"
24566;"La Chope";"27 avenue de la marne";;"92600";"ASNIERES-SUR-SEINE"
24567;"Le Balto";"66 rue de la sabliere";;"92600";"ASNIERES-SUR-SEINE"
24568;"Au Havane";"9 rue de la station";;"92600";"ASNIERES-SUR-SEINE"
24569;"Les Victoires";"1 place des victoires";;"92600";"ASNIERES-SUR-SEINE"
24570;"Le Voltaire";"22 bd voltaire";;"92600";"ASNIERES-SUR-SEINE"
24571;"Tabac";"81 bd voltaire";;"92600";"ASNIERES-SUR-SEINE"
24572;"Le Boyard";"291 avenue d argenteuil";;"92270";"BOIS-COLOMBES"
24573;"Le Louis Xv";"31 bis rue des bourguignons";;"92270";"BOIS-COLOMBES"
24574;"Le Jean Bart";"11 rue estienne d orves";;"92270";"BOIS-COLOMBES"
24575;"Le Maryland";"141 rue victor hugo";;"92270";"BOIS-COLOMBES"
24576;"Le Maryland";"7 bd jean jaures";;"92110";"CLICHY"
24577;"Le Havane";"45 bd jean jaures";;"92110";"CLICHY"
24578;"Tabac De La Mairie";"83 bd jean jaures";;"92110";"CLICHY"
24579;"Le Chiquito";"128 bd jean jaures";;"92110";"CLICHY"
24580;"Le Rally";"5 rue du landy";;"92110";"CLICHY"
24581;"Le Nautic";"45 rue de neuilly";;"92110";"CLICHY"
24582;"Tabac Du Marche";"64 rue de neuilly";;"92110";"CLICHY"
24583;"La Librairie";"1 avenue anatole france";;"92110";"CLICHY"
24584;"Tabac De La Republique";"1 place de la republique";;"92110";"CLICHY"
24585;"Arvern Tabac";"29 bd du general leclerc";;"92110";"CLICHY"
24586;"Le Celtique";"33 rue villeneuve";;"92110";"CLICHY"
24587;"Tabac";"9 avenue de lagent sarre";;"92700";"COLOMBES"
24588;"A La Passerelle";"23 avenue anatole france";;"92700";"COLOMBES"
24589;"Tabac";"8 place aragon";;"92700";"COLOMBES"
24590;"Tabac";"34 bd edgar quinet";;"92700";"COLOMBES"
24591;"Le Chiquito";"16 bd de la finlande";;"92700";"COLOMBES"
24592;"La Mission";"214 rue gabriel peri";;"92700";"COLOMBES"
24593;"Tabac";"3 rue du bournard";;"92700";"COLOMBES"
24594;"Le Celtique";"76 rue henri barbusse";;"92700";"COLOMBES"
24595;"Tabac";"79 rue du marechal joffre";;"92700";"COLOMBES"
24596;"Tabac";"41 rue saint denis";;"92700";"COLOMBES"
24597;"Le Phenicien";"64 bd valmy";;"92700";"COLOMBES"
24598;"Le Valmy";"190 bd valmy";;"92700";"COLOMBES"
24599;"Tabac";"41 rue armand sylvestre";;"92400";"COURBEVOIE"
24600;"La Tabatiere";"70 rue de bezons";;"92400";"COURBEVOIE"
24601;"Tabac";"3 rue de colombes";;"92400";"COURBEVOIE"
24602;"Le Flash";"37 rue jp timbaud";;"92400";"COURBEVOIE"
24603;"Tabac";"11 bis avenue de la liberte";;"92400";"COURBEVOIE"
24604;"L'atmosphere";"5 rue de l abreuvoir";;"92400";"COURBEVOIE"
24605;"Le Brazza";"108 avenue marceau";;"92400";"COURBEVOIE"
24606;"Cafe Baraka";"73 avenue de la republique";;"92400";"COURBEVOIE"
24607;"Tabac Du Chateau";"186 bd saint denis";;"92400";"COURBEVOIE"
24608;"Le Saint Claude";"42 bd de verdun";;"92400";"COURBEVOIE"
24609;"L'europeen";"165 bd de verdun";;"92400";"COURBEVOIE"
24610;"Le Celtique";"1 rue de l arrivee";;"92250";"GARENNE-COLOMBES"
24611;"Le Cyrano";"6 ple de la gare des vallee";;"92250";"GARENNE-COLOMBES"
24612;"Hv Cafe";"12 rond point du souvenir francais";;"92250";"GARENNE-COLOMBES"
24613;"Le Charlebourg";"75 bd national";"La Garenne-tabac-";"92250";"GARENNE-COLOMBES"
24614;"Tabac Du Marche";"2 rue voltaire";;"92250";"GARENNE-COLOMBES"
24615;"Le Havane";"63 avenue des gresillons";;"92230";"GENNEVILLIERS"
24616;"Le Diplomate";"60 rue pierre timbaud";;"92230";"GENNEVILLIERS"
24617;"Journaux Tabac Librairie";"11 rue mozart";;"92230";"GENNEVILLIERS"
24618;"Tabac De L'ancienne Gare";"45 rue jules larose";;"92230";"GENNEVILLIERS"
24619;"Le Carrefour";"131 avenue du pont d epinay";;"92230";"GENNEVILLIERS"
24620;"Le Narval";"120 rue anatole france";;"92300";"LEVALLOIS-PERRET"
24621;"Le Celtique";"51 rue aristide briand";;"92300";"LEVALLOIS-PERRET"
24622;"Tabac Du Marche";"31 rue carnot";;"92300";"LEVALLOIS-PERRET"
24623;"Le Rallye";"47 rue danton";;"92300";"LEVALLOIS-PERRET"
24624;"Le Balto";"48 rue gabriel peri";;"92300";"LEVALLOIS-PERRET"
24625;"Le Longchamps";"57 rue jean jaures";;"92300";"LEVALLOIS-PERRET"
24626;"Tabac Du Parc";"26 rue pierre brossolette";;"92300";"LEVALLOIS-PERRET"
24627;"Le Rally Villiers";"3 place de la liberation";;"92300";"LEVALLOIS-PERRET"
24628;"Le Fontenoy";"16 rue louise michel";;"92300";"LEVALLOIS-PERRET"
24629;"Le Presse Book";"12 rue trébois ";;"92300";"LEVALLOIS-PERRET"
24630;"Cafe Des Sports";"34 rue rivay";;"92300";"LEVALLOIS-PERRET"
24631;"Le Lutetia";"75 rue victor hugo";;"92300";"LEVALLOIS-PERRET"
24632;"Le Tom Tip";"117 rue victor hugo";;"92300";"LEVALLOIS-PERRET"
24633;"Le Bistrot";"5 place de la boule";;"92000";"NANTERRE"
24634;"Tabac";"43 rue des aubepines";;"92000";"NANTERRE"
24635;"L'europeen";"87 rue maurice thorez";;"92000";"NANTERRE"
24636;"Librairie De La Source";"1 rue de la source";;"92000";"NANTERRE"
24637;"Le Clemenceau";"276 avenue g clemenceau";;"92000";"NANTERRE"
24638;"Le Fontenoy";"36 rue henri barbusse";;"92000";"NANTERRE"
24639;"Presse Tabac";"4 allée georges courteline";;"92000";"NANTERRE"
24640;"Tabac Presse Loto";"142 bd national";;"92000";"NANTERRE"
24641;"Le Balto";"1 rue de stalingrad";;"92000";"NANTERRE"
24642;"Le Nouveau Paris";"204 bd bineau";"Neuilly-tabac-";"92200";"NEUILLY-SUR-SEINE"
24643;"Le Brazza";"13 rue du chateau";"Neuilly-tabac-";"92200";"NEUILLY-SUR-SEINE"
24644;"Le Havane";"18 place du marche";;"92200";"NEUILLY-SUR-SEINE"
24645;"Le Cafeazer";"84 avenue charles de gaulle";;"92200";"NEUILLY-SUR-SEINE"
24646;"La Civette De Neuilly";"105 avenue charles de gaulle";;"92200";"NEUILLY-SUR-SEINE"
24647;"La Coupole D'or";"180 avenue charles de gaulle";;"92200";"NEUILLY-SUR-SEINE"
24648;"Le Madrilene";"197 avenue charles de gaulle";;"92200";"NEUILLY-SUR-SEINE"
24649;"Le Celtique";"221 avenue charles de gaulle";;"92200";"NEUILLY-SUR-SEINE"
24650;"La Royale";"91 rue perronet";;"92200";"NEUILLY-SUR-SEINE"
24651;"La Civett'marly";"54 avenue du roule";"Neuilly-tabac-";"92200";"NEUILLY-SUR-SEINE"
24652;"Le Winston";"91 avenue du roule";"Neuilly-tabac-";"92200";"NEUILLY-SUR-SEINE"
24653;"Le Paris Neuilly";"21 b rue sablonville";;"92200";"NEUILLY-SUR-SEINE"
24654;"Le Maryland";"23 rue de villiers";;"92200";"NEUILLY-SUR-SEINE"
24655;"La Coupole D'argent";"1 rue chante coq";;"92800";"PUTEAUX"
24656;"Le Tabac De La Gare";"1 rue fernand pelloutier";;"92800";"PUTEAUX"
24657;"Tabac Le Cedre";"31/33 rue jean jaures";;"92800";"PUTEAUX"
24658;"Le Flore";"108 rue jean jaures";;"92800";"PUTEAUX"
24659;"Le Diplomate";"117 rue jean jaures";;"92800";"PUTEAUX"
24660;"La Civette Du Pont";"24 qu de dion bouton";;"92800";"PUTEAUX"
24661;"La Civette De Puteaux";"65 qu de dion bouton";;"92800";"PUTEAUX"
24662;"Le Knit's";"51 jardin boieldieu";;"92800";"PUTEAUX"
24663;"Le Montalegre";"118 avenue du pr wilson";;"92800";"PUTEAUX"
24664;"Le Brazza";"13 bd richard wallace";;"92800";"PUTEAUX"
24665;"Le Napoleon";"115 avenue albert ier";;"92500";"RUEIL-MALMAISON"
24666;"Tabac Des Sports";"51 avenue president pompidou";;"92500";"RUEIL-MALMAISON"
24667;"Le Diplomate";"92 rue danton";"Rueil-tabac-";"92500";"RUEIL-MALMAISON"
24668;"L'imprevu";"41 rue estienne d orves";;"92500";"RUEIL-MALMAISON"
24669;"Le Jubile";"46 rue gallieni";;"92500";"RUEIL-MALMAISON"
24670;"Le Narval";"2 rue du gue";;"92500";"RUEIL-MALMAISON"
24671;"Le Richelieu";"53 rue haute";;"92500";"RUEIL-MALMAISON"
24672;"Le Press'tige";"191 avenue napoleon bonaparte";;"92500";"RUEIL-MALMAISON"
24673;"Le Diplomate";"71 bd national";;"92500";"RUEIL-MALMAISON"
24674;"Le Chiquito";"15 avenue otis mygatt";;"92500";"RUEIL-MALMAISON"
24675;"Le Tabalire";"103 avenue paul doumer";;"92500";"RUEIL-MALMAISON"
24676;"Le Tobacco";"4 allee de l'hotel de ville";;"92500";"RUEIL-MALMAISON"
24677;"Le Figaro";"67 avenue du 18 juin 1940";;"92500";"RUEIL-MALMAISON"
24678;"Le Saint Claude";"33 rue des bourets";;"92150";"SURESNES"
24679;"Tabac Du Rond Point";"39 avenue e vaillant";;"92150";"SURESNES"
24680;"Le Chiquito";"48 rue emile duclaux";;"92150";"SURESNES"
24681;"Librairie Charles X";"100 rue de la liberte";;"92150";"SURESNES"
24682;"Le Calumet";"37 avenue jean jaures";;"92150";"SURESNES"
24683;"Tabac Des Ecoles";"16 rue de la liberte";;"92150";"SURESNES"
24684;"Tabac Presse Suresnes";"116 bd de lattre tassigny";;"92150";"SURESNES"
24685;"Cafe De La Gare";"2 rue merlin de thionville";;"92150";"SURESNES"
24686;"L'oustal";"1 rue de la poterie";;"92150";"SURESNES"
24687;"Mag Presse";"93 rue de la republique";;"92150";"SURESNES"
24688;"Tabac Du Theatre";"2 place de stalingrad";;"92150";"SURESNES"
24689;"Le Mousquetaire";"59 rue de verdun";;"92150";"SURESNES"
24690;"Librairie Des Ecoles";"60 avenue jean moulin";;"92390";"VILLENEUVE-LA-GARENNE"
24691;"La Rotonde";"13 rue henri barbusse";;"92390";"VILLENEUVE-LA-GARENNE"
24692;"L'ariel";"62 rue baudin";;"92300";"LEVALLOIS-PERRET"
24693;"Tabac Des Chenes";"45 rue des chenes";;"92150";"SURESNES"
24694;"--";"station rer la defense";"Niveau 3 -kiosque Tabac-";"92800";"PUTEAUX"
24695;"Le Protocole";"36 b sq des corolles";;"92400";"COURBEVOIE"
24696;"La Cave A Cigare";"27 rue de la paix";;"92000";"NANTERRE"
24697;"Tabac";"32 cc courbevoie charras";;"92400";"COURBEVOIE"
24698;"Le Gala";"81 rue gabriel peri";;"92700";"COLOMBES"
24699;"Cafe De La Tour";"4 avenue laurent cely";"Asnieres Sur Seine-tabac-";"92600";"ASNIERES-SUR-SEINE"
24700;"Le President";"233 rue du president allende";;"92700";"COLOMBES"
24701;"Le Viking";"34 bd louise michel";;"92230";"GENNEVILLIERS"
24702;"Tabac De La Liberation";"8 avenue de la liberation";;"92230";"GENNEVILLIERS"
24703;"Les Reflets De La Presse";"32 patio des reflets";;"92400";"COURBEVOIE"
24704;"La Civette Du Parc";"11 esp charles de gaul";;"92000";"NANTERRE"
24705;"Tabac Des 4 Temps";"c cial les quatre temps";;"92800";"PUTEAUX"
24706;"La Tabatiere";"58 avenue de fouilleuse";;"92500";"RUEIL-MALMAISON"
24707;"Tabac Naudin";"le c.n.i.t. la defense";;"92800";"PUTEAUX"
24708;"L'echo Des Damiers";"10 galerie des damiers";;"92400";"COURBEVOIE"
24709;"Le Debarcadere";"40 route principale du port";;"92230";"GENNEVILLIERS"
24710;"Maison De La Presse";"41 avenue georges pompidou";;"92300";"LEVALLOIS-PERRET"
24711;"Mag'presse";"26 rue jacques daguerre";;"92500";"RUEIL-MALMAISON"
24712;"Brasserie De L'ile";"bd du general leclerc";;"92000";"NANTERRE"
24713;"Le 12 15";"8 rue georges boisseau";;"92110";"CLICHY"
24714;"Le Valmy";"4 cours valmy";;"92918";"PUTEAUX"
24715;"Librairie Sainte Marie";"9 rue sainte marie";;"92400";"COURBEVOIE"
24716;"Tabac";"17 avenue leonard de vinci";;"92400";"COURBEVOIE"
24717;"Au P'tit Creux Gourmand";"11rue georges seurat /zac berge sur sein";;"92110";"CLICHY"
24718;"Cafe Des Agnettes";"16 rue des agnettes";;"92230";"GENNEVILLIERS"
24719;"Le Tabac De L'ouest";"43 rue d'alsace";;"92300";"LEVALLOIS-PERRET"
24720;"Champarons";"44 avenue de stalingrad";;"92700";"COLOMBES"
24721;"J'ai Du Bon Tabac";"1 avenue aristide briand";;"92160";"ANTONY"
24722;"Librairie Tabac Presse";"71 avenue aristide briand";;"92160";"ANTONY"
24723;"Le Fontenoy";"135 avenue division leclerc";;"92160";"ANTONY"
24724;"Le Saint Laurent";"2 avenue fontaine mouton";;"92160";"ANTONY"
24725;"La Nationale";"274 avenue aristide briand";;"92220";"BAGNEUX"
24726;"Les Brugnauts";"10 place des brugnauts";;"92220";"BAGNEUX"
24727;"Tabac Presse";"43 avenue henri barbusse";;"92220";"BAGNEUX"
24728;"Paris Rome";"11 b avenue louis pasteur";;"92220";"BAGNEUX"
24729;"Le Bretagne";"2 rue de la republique";;"92220";"BAGNEUX"
24730;"Le Fresney";"106 avenue henri ravera";;"92220";"BAGNEUX"
24731;"Le Chiquito";"104 rue de billancourt";"Boulogne-tabac-";"92100";"BOULOGNE-BILLANCOURT"
24732;"Le Balto";"82 rue du chateau";;"92100";"BOULOGNE-BILLANCOURT"
24733;"Le Bleu";"22 rue denfert rochereau";"Boulogne Tabac";"92100";"BOULOGNE-BILLANCOURT"
24734;"Le Royal";"99 avenue ed vaillant";;"92100";"BOULOGNE-BILLANCOURT"
24735;"Tabac Presse Messina";"4 rue liot";;"92100";"BOULOGNE-BILLANCOURT"
24736;"Le Lutetia";"27 avenue j b clement";"Boulogne-tabac-";"92100";"BOULOGNE-BILLANCOURT"
24737;"Le Havane";"50 avenue j b clement";"Boulogne-tabac-";"92100";"BOULOGNE-BILLANCOURT"
24738;"--";"31 bd jean jaures";"Boulogne-tabac-";"92100";"BOULOGNE-BILLANCOURT"
24739;"Le Lutetia";"127 bd jean jaures";;"92100";"BOULOGNE-BILLANCOURT"
24740;"Le Bellevue";"27 rue michelet";"Boulogne-tabac-";"92100";"BOULOGNE-BILLANCOURT"
24741;"Le Brazza";"68 avenue pierre grenier";;"92100";"BOULOGNE-BILLANCOURT"
24742;"Le Bistrot De La Reine";"8 route de la reine";"Boulogne Sur Seine-tabac-";"92100";"BOULOGNE-BILLANCOURT"
24743;"Tabac";"37 route de la reine";;"92100";"BOULOGNE-BILLANCOURT"
24744;"Le Marigny";"97 route de la reine";"Boulogne Sur Seine-tabac-";"92100";"BOULOGNE-BILLANCOURT"
24745;"Le Narval";"142 route de la reine";"Boulogne-tabac-";"92100";"BOULOGNE-BILLANCOURT"
24746;"La Civ' Du Pont";"253 bd jean jaures";;"92100";"BOULOGNE-BILLANCOURT"
24747;"Le Cafe Des Sports";"70 avenue galois";;"92340";"BOURG-LA-REINE"
24748;"Le Commerce";"56 avenue du general leclerc";;"92340";"BOURG-LA-REINE"
24749;"Le Bergerac";"102 avenue du general leclerc";;"92340";"BOURG-LA-REINE"
24750;"Le Petit Chambord";"149 avenue du general leclerc";;"92340";"BOURG-LA-REINE"
24751;"Le Longchamp";"99 avenue division leclerc";;"92290";"CHATENAY-MALABRY"
24752;"Le Jean Nicot";"432 avenue division leclerc";;"92290";"CHATENAY-MALABRY"
24753;"Le Voltaire";"1 place voltaire";;"92290";"CHATENAY-MALABRY"
24754;"La Tabatiere";"28 b rue esther cordier";"Chatillon Sous Bagneux-tabac-";"92320";"CHATILLON"
24755;"La Civette";"4 rue j.p. timbaud";;"92230";"CHATILLON"
24756;"Cafe De La Mairie";"1 rue de la gare";;"92320";"CHATILLON"
24757;"Cafe Tabac De La Paix";"766 avenue roger salengro";;"92370";"CHAVILLE"
24758;"Tabac De La Pointe";"1989 avenue roger salengro";;"92370";"CHAVILLE"
24759;"Le Fleury";"82 avenue henri barbusse";;"92140";"CLAMART"
24760;"Le New Maryland";"62 avenue jean jaures";;"92140";"CLAMART"
24761;"Au Depart";"251 avenue jean jaures";;"92140";"CLAMART"
24762;"Le Versailles";"16 rue de versailles";;"92140";"CLAMART"
24763;"Tabac";"9 route du pave blanc";;"92140";"CLAMART"
24764;"Tabac";"3 place maurice gunsbourg";;"92140";"CLAMART"
24765;"Tabac Du Parc";"67 rue du parc";;"92140";"CLAMART"
24766;"Le Relais De Poste";"1 rue paul vaillant cout";;"92140";"CLAMART"
24767;"Le Narval";"72 rue p v couturier";;"92140";"CLAMART"
24768;"Le Victor Hugo";"175 avenue victor hugo";;"92140";"CLAMART"
24769;"Mag Presse";"place de l eglise";;"92260";"FONTENAY-AUX-ROSES"
24770;"La Fontaine Aux Roses";"113 rue boucicaut";;"92260";"FONTENAY-AUX-ROSES"
24771;"Tabac De L'eglise";"12 rue gentil bernard";;"92260";"FONTENAY-AUX-ROSES"
24772;"Tabac Du Golf";"79 rue du i9 janvier";;"92380";"GARCHES"
24773;"Les Marechaux";"2 avenue marechal joffre";;"92380";"GARCHES"
24774;"Les Arcades";"4 rue athime-rue";;"92380";"GARCHES"
24775;"Tabac Presse";"76 rue camille desmoulins";;"92130";"ISSY-LES-MOULINEAUX"
24776;"Tabac Les Epinettes";"54 rue d everan";;"92130";"ISSY-LES-MOULINEAUX"
24777;"A La Ville De Saint Flour";"2 rue de l'abbé grégoire";;"92130";"ISSY-LES-MOULINEAUX"
24778;"Le Fontenoy";"24 rue ernest renan";;"92130";"ISSY-LES-MOULINEAUX"
24779;"Le Porte Plume";"58 avenue victor cresson";;"92130";"ISSY-LES-MOULINEAUX"
24780;"Le Tabac Du Centre";"68 rue du gouverneur général eboue";;"92130";"ISSY-LES-MOULINEAUX"
24781;"Le Maryland";"1 rue aristide briand";;"92130";"ISSY-LES-MOULINEAUX"
24782;"Le Boyard";"16 rue jeanne d arc";;"92130";"ISSY-LES-MOULINEAUX"
24783;"Le Fumoir";"4 place p v couturier";;"92130";"ISSY-LES-MOULINEAUX"
24784;"Espace Tabac";"19 rue pierre timbaud";;"92130";"ISSY-LES-MOULINEAUX"
24785;"Comptoir D'issy";"2 avenue victor cresson";;"92130";"ISSY-LES-MOULINEAUX"
24786;"L'aviation";"2 rond point victor hugo";;"92130";"ISSY-LES-MOULINEAUX"
24787;"Tabac Du Clos";"2 bd colonel fabien";;"92240";"MALAKOFF"
24788;"L'oustalou";"107 bd gabriel peri";;"92240";"MALAKOFF"
24789;"Le Gambetta";"14 rue gambetta";;"92240";"MALAKOFF"
24790;"Le Tom Tip";"127 rue paul vaillant couturier";;"92240";"MALAKOFF"
24791;"Le Montana";"21 t bd de stalingrad";;"92240";"MALAKOFF"
24792;"La Divette De Malakoff";"61 avenue pierre larousse";;"92240";"MALAKOFF"
24793;"Tabac Navega's";"20 rue raymond fassin";;"92240";"MALAKOFF"
24794;"Le Fleury";"25 bis rue de la tour";;"92240";"MALAKOFF"
24795;"Les Hirondelles";"18 rue schlumberger";;"92430";"MARNES-LA-COQUETTE"
24796;"Cafe De La Gare";"19 rue banes";;"92190";"MEUDON"
24797;"Tabac Du Parc";"19 avenue du maréchal leclerc";;"92360";"MEUDON"
24798;"Pro Itech";"8 rue saint exupery";;"92360";"MEUDON"
24799;"La Camargue";"les trivaux";;"92360";"MEUDON"
24800;"Le Joli Mai";"29 avenue du gal de gaull";;"92360";"MEUDON"
24801;"Le Seventeen";"17 bis rue marcel allegot";;"92190";"MEUDON"
